city,bedrooms,city_center_dist_km,metro_dist_km,daily_price,weekends
Lisbon,1,1.918,1.242,156.89,0
Lisbon,2,0.087,0.191,272.98,0
Lisbon,1,0.939,0.651,251.88,0
Lisbon,1,0.939,0.651,251.88,0
Lisbon,1,2.219,1.465,228.66,0
Lisbon,2,1.784,1.257,298.55,0
Lisbon,3,0.138,0.195,314.73,0
Lisbon,1,2.259,1.658,199.81,0
Lisbon,1,1.567,1.048,203.1,0
Lisbon,2,2.142,1.6,451.92,0
Lisbon,1,2.087,0.154,157.83,0
Lisbon,1,1.541,0.395,232.18,0
Lisbon,0,1.586,0.472,208.96,0
Lisbon,2,2.093,0.1,263.6,0
Lisbon,1,2.802,0.346,129.92,0
Lisbon,1,2.802,0.346,129.92,0
Lisbon,1,2.802,0.346,129.92,0
Lisbon,1,1.532,0.104,140.24,0
Lisbon,1,1.458,0.155,265.95,0
Lisbon,1,1.368,0.844,136.02,0
Lisbon,3,2.107,0.34,377.58,0
Lisbon,1,2.328,0.203,72.94,0
Lisbon,1,2.584,0.378,84.66,0
Lisbon,1,1.63,0.549,159.01,0
Lisbon,1,1.733,0.454,170.73,0
Lisbon,1,0.891,0.289,124.3,0
Lisbon,1,1.544,0.502,135.79,0
Lisbon,1,2.827,0.4,218.57,0
Lisbon,1,1.411,0.969,204.27,0
Lisbon,1,2.565,0.378,147.28,0
Lisbon,1,2.565,0.397,147.28,0
Lisbon,1,2.087,0.154,174.02,0
Lisbon,1,1.744,0.566,107.88,0
Lisbon,2,1.535,1.081,211.3,0
Lisbon,1,1.611,0.421,182.22,0
Lisbon,1,1.549,0.543,89.12,0
Lisbon,1,3.035,0.503,287.52,0
Lisbon,1,2.29,0.395,119.37,0
Lisbon,1,1.766,0.547,91.7,0
Lisbon,1,1.388,0.96,205.44,0
Lisbon,1,0.77,0.269,140.24,0
Lisbon,2,1.554,1.049,275.09,0
Lisbon,1,1.268,0.901,90.53,0
Lisbon,1,1.472,0.167,145.17,0
Lisbon,1,2.009,1.103,199.58,0
Lisbon,1,2.29,0.395,112.57,0
Lisbon,1,1.995,0.895,188.09,0
Lisbon,1,2.402,0.229,164.87,0
Lisbon,1,6.079,5.196,159.01,0
Lisbon,2,1.543,1.018,199.81,0
Lisbon,1,1.55,0.317,124.3,0
Lisbon,1,1.994,0.505,112.57,0
Lisbon,1,2.277,0.103,184.57,0
Lisbon,1,2.247,0.073,184.57,0
Lisbon,1,2.331,0.157,193.95,0
Lisbon,1,1.555,1.041,246.25,0
Lisbon,1,1.439,0.984,135.79,0
Lisbon,1,1.745,0.393,243.9,0
Lisbon,2,1.559,0.587,403.14,0
Lisbon,3,1.437,0.986,350.61,0
Lisbon,1,2.824,0.321,167.21,0
Lisbon,1,0.897,0.262,287.05,0
Lisbon,3,1.519,0.605,354.13,0
Lisbon,1,1.507,0.269,269.47,0
Lisbon,1,2.157,0.307,170.73,0
Lisbon,1,1.831,0.284,233.35,0
Lisbon,1,1.524,0.941,216.93,0
Lisbon,2,1.545,1.083,327.63,0
Lisbon,1,1.701,1.206,216.93,0
Lisbon,2,1.558,1.112,306.52,0
Lisbon,0,1.358,0.685,170.73,0
Lisbon,2,1.977,0.322,147.28,0
Lisbon,2,1.634,0.505,124.3,0
Lisbon,1,1.232,0.811,87.01,0
Lisbon,1,1.433,0.908,193.95,0
Lisbon,2,1.603,0.532,235.69,0
Lisbon,1,1.373,0.887,182.22,0
Lisbon,1,1.573,0.092,188.09,0
Lisbon,1,1.397,0.213,188.09,0
Lisbon,1,1.3,0.9,188.09,0
Lisbon,2,3.097,0.299,379.69,0
Lisbon,2,1.34,0.584,206.61,0
Lisbon,1,1.447,1.026,193.95,0
Lisbon,3,1.961,0.477,426.13,0
Lisbon,2,1.65,0.571,403.14,0
Lisbon,1,1.4,0.959,105.53,0
Lisbon,1,1.638,0.402,309.8,0
Lisbon,1,1.635,0.503,344.98,0
Lisbon,1,1.486,0.159,152.2,0
Lisbon,1,1.272,0.862,96.39,0
Lisbon,1,1.975,0.486,206.61,0
Lisbon,2,1.977,0.322,112.57,0
Lisbon,2,1.422,0.925,298.55,0
Lisbon,2,1.95,0.578,228.66,0
Lisbon,1,2.038,1.177,379.92,0
Lisbon,1,1.705,1.162,216.93,0
Lisbon,3,1.304,0.88,397.05,0
Lisbon,1,2.29,0.395,135.79,0
Lisbon,1,2.29,0.395,136.26,0
Lisbon,0,1.477,0.987,199.81,0
Lisbon,1,1.365,0.896,129.92,0
Lisbon,1,1.582,1.09,223.03,0
Lisbon,1,1.602,0.391,129.92,0
Lisbon,1,1.634,1.08,233.35,0
Lisbon,3,1.724,0.531,391.42,0
Lisbon,0,1.418,0.999,199.81,0
Lisbon,2,1.54,0.589,391.42,0
Lisbon,2,1.408,0.348,242.73,0
Lisbon,1,0.984,0.198,227.49,0
Lisbon,1,1.685,0.374,129.92,0
Lisbon,1,1.6,0.233,129.92,0
Lisbon,2,1.196,0.662,472.8,0
Lisbon,1,1.073,0.172,286.82,0
Lisbon,1,1.541,0.513,238.04,0
Lisbon,4,1.507,0.397,414.4,0
Lisbon,1,1.616,0.57,154.32,0
Lisbon,2,2.886,0.149,570.36,0
Lisbon,1,1.904,0.309,127.58,0
Lisbon,1,1.69,0.485,154.32,0
Lisbon,1,2.534,0.056,159.01,0
Lisbon,1,2.229,1.298,217.17,0
Lisbon,1,1.796,0.384,138.13,0
Lisbon,1,1.818,0.357,138.13,0
Lisbon,1,1.811,0.364,138.13,0
Lisbon,3,1.826,0.364,321.53,0
Lisbon,1,1.738,0.551,261.26,0
Lisbon,2,6.089,5.212,174.25,0
Lisbon,2,1.35,0.299,275.33,0
Lisbon,3,1.304,0.88,673.78,0
Lisbon,2,1.304,0.88,673.78,0
Lisbon,2,1.738,0.551,315.9,0
Lisbon,1,0.938,0.261,238.27,0
Lisbon,1,1.181,0.899,129.92,0
Lisbon,1,1.833,0.345,219.28,0
Lisbon,1,1.702,0.479,265.95,0
Lisbon,2,1.801,0.383,310.04,0
Lisbon,2,1.698,0.48,443.48,0
Lisbon,1,3.586,0.575,117.26,0
Lisbon,1,2.196,0.182,109.05,0
Lisbon,1,1.55,0.531,168.39,0
Lisbon,1,1.574,0.505,124.3,0
Lisbon,1,2.07,1.219,217.17,0
Lisbon,1,2.079,1.269,263.6,0
Lisbon,1,6.701,5.755,196.29,0
Lisbon,1,1.427,0.196,191.37,0
Lisbon,2,1.348,0.31,228.66,0
Lisbon,2,2.117,0.525,289.17,0
Lisbon,0,1.645,0.445,219.28,0
Lisbon,2,1.388,0.96,338.88,0
Lisbon,1,1.441,0.319,142.82,0
Lisbon,2,1.404,0.219,220.68,0
Lisbon,1,1.748,0.249,246.25,0
Lisbon,1,2.029,0.455,112.57,0
Lisbon,1,1.456,1.048,211.54,0
Lisbon,1,1.548,1.05,211.54,0
Lisbon,1,1.548,1.054,211.54,0
Lisbon,1,1.678,0.264,271.81,0
Lisbon,1,1.678,0.264,299.48,0
Lisbon,1,1.678,0.264,231.0,0
Lisbon,1,1.678,0.264,266.89,0
Lisbon,2,1.419,0.234,286.82,0
Lisbon,1,1.364,0.905,118.2,0
Lisbon,1,1.447,0.87,118.2,0
Lisbon,1,1.434,0.865,129.92,0
Lisbon,1,1.359,0.874,129.92,0
Lisbon,1,1.011,0.32,240.38,0
Lisbon,2,1.379,0.525,223.03,0
Lisbon,1,1.561,0.368,129.92,0
Lisbon,3,1.636,0.529,507.74,0
Lisbon,1,1.821,0.355,235.69,0
Lisbon,2,1.715,0.46,228.66,0
Lisbon,2,2.202,0.069,426.13,0
Lisbon,1,1.073,0.189,176.36,0
Lisbon,1,1.005,0.223,189.26,0
Lisbon,1,0.931,0.373,198.41,0
Lisbon,1,1.052,0.219,192.78,0
Lisbon,2,0.893,0.311,304.17,0
Lisbon,2,1.388,0.96,238.04,0
Lisbon,2,3.639,0.599,287.05,0
Lisbon,1,1.245,0.536,241.56,0
Lisbon,1,1.355,0.962,211.3,0
Lisbon,1,2.598,0.297,186.91,0
Lisbon,1,1.505,0.592,107.88,0
Lisbon,1,1.296,0.547,303.0,0
Lisbon,1,1.424,0.934,199.81,0
Lisbon,1,1.447,0.916,216.93,0
Lisbon,1,1.66,0.446,275.09,0
Lisbon,2,1.392,0.636,333.26,0
Lisbon,1,1.306,0.931,170.73,0
Lisbon,2,1.482,1.0,170.73,0
Lisbon,1,1.463,0.992,135.79,0
Lisbon,2,2.29,0.395,263.6,0
Lisbon,1,1.334,0.728,234.52,0
Lisbon,1,1.427,0.678,170.73,0
Lisbon,1,1.786,0.523,149.86,0
Lisbon,1,1.812,0.564,124.3,0
Lisbon,1,1.422,0.925,263.6,0
Lisbon,2,1.515,0.528,466.93,0
Lisbon,2,2.156,0.4,269.47,0
Lisbon,2,1.877,0.327,216.93,0
Lisbon,1,1.487,0.473,240.62,0
Lisbon,1,0.933,0.313,215.06,0
Lisbon,0,0.885,0.347,182.46,0
Lisbon,0,2.064,0.159,235.69,0
Lisbon,1,1.431,0.948,189.26,0
Lisbon,1,2.049,0.546,109.05,0
Lisbon,1,2.067,0.422,109.05,0
Lisbon,2,2.069,0.5,413.7,0
Lisbon,1,1.65,0.571,269.47,0
Lisbon,1,1.746,0.551,206.14,0
Lisbon,2,1.984,0.423,251.88,0
Lisbon,1,1.81,0.531,267.12,0
Lisbon,1,1.694,0.579,251.88,0
Lisbon,1,3.627,0.5,145.17,0
Lisbon,2,1.651,0.554,203.1,0
Lisbon,2,1.061,0.34,246.25,0
Lisbon,1,2.732,0.213,94.04,0
Lisbon,1,1.58,1.072,87.01,0
Lisbon,1,1.494,0.671,112.57,0
Lisbon,1,1.408,0.597,234.52,0
Lisbon,1,1.455,0.659,234.52,0
Lisbon,1,2.272,0.102,228.66,0
Lisbon,2,1.397,0.947,220.68,0
Lisbon,3,1.512,0.783,240.38,0
Lisbon,2,3.057,0.501,238.04,0
Lisbon,1,1.332,0.482,241.56,0
Lisbon,2,1.527,0.552,201.92,0
Lisbon,1,1.337,0.891,172.84,0
Lisbon,1,1.527,0.944,172.84,0
Lisbon,1,1.376,1.033,134.62,0
Lisbon,1,0.777,0.365,193.95,0
Lisbon,1,1.62,0.538,234.52,0
Lisbon,1,1.34,0.842,151.97,0
Lisbon,1,1.34,0.842,147.28,0
Lisbon,2,1.475,1.008,226.55,0
Lisbon,2,1.507,0.494,333.26,0
Lisbon,0,1.435,0.272,187.85,0
Lisbon,1,2.75,0.018,93.81,0
Lisbon,2,2.841,0.317,391.42,0
Lisbon,1,1.348,0.841,189.26,0
Lisbon,1,1.382,0.988,196.29,0
Lisbon,1,1.325,0.82,196.29,0
Lisbon,1,1.268,0.805,196.29,0
Lisbon,1,1.429,0.98,196.29,0
Lisbon,0,1.301,0.989,228.66,0
Lisbon,1,2.098,0.148,83.49,0
Lisbon,1,1.472,1.068,234.52,0
Lisbon,1,1.984,0.204,174.02,0
Lisbon,1,1.984,0.204,139.31,0
Lisbon,1,1.984,0.204,139.31,0
Lisbon,1,1.953,0.234,139.31,0
Lisbon,3,1.527,0.79,702.86,0
Lisbon,2,1.231,0.69,272.98,0
Lisbon,1,0.992,0.492,249.53,0
Lisbon,2,0.406,0.235,230.07,0
Lisbon,2,0.831,0.466,304.17,0
Lisbon,1,0.138,0.195,156.66,0
Lisbon,1,1.398,0.422,246.25,0
Lisbon,2,1.517,0.71,284.47,0
Lisbon,1,0.35,0.351,181.05,0
Lisbon,1,1.15,0.689,211.3,0
Lisbon,3,1.303,0.601,283.3,0
Lisbon,1,0.871,0.298,217.17,0
Lisbon,3,1.092,0.848,368.2,0
Lisbon,1,0.715,0.28,211.3,0
Lisbon,1,0.552,0.084,216.93,0
Lisbon,1,1.443,0.314,140.24,0
Lisbon,0,0.712,0.201,195.12,0
Lisbon,0,1.482,0.388,182.22,0
Lisbon,2,1.501,0.265,203.1,0
Lisbon,1,0.852,0.504,182.22,0
Lisbon,2,0.997,0.156,327.63,0
Lisbon,1,0.71,0.149,251.41,0
Lisbon,1,1.165,0.304,86.77,0
Lisbon,1,0.666,0.339,181.99,0
Lisbon,1,1.165,0.304,126.17,0
Lisbon,2,0.772,0.236,292.21,0
Lisbon,2,0.772,0.236,292.21,0
Lisbon,2,0.772,0.236,292.21,0
Lisbon,2,0.659,0.133,242.26,0
Lisbon,1,1.23,0.426,257.5,0
Lisbon,0,0.427,0.219,187.62,0
Lisbon,1,1.059,0.336,187.85,0
Lisbon,1,1.488,0.278,175.89,0
Lisbon,2,1.96,0.415,175.19,0
Lisbon,1,1.111,0.287,300.42,0
Lisbon,2,0.614,0.322,100.61,0
Lisbon,1,0.733,0.211,254.92,0
Lisbon,1,0.665,0.175,234.05,0
Lisbon,1,1.281,0.226,274.62,0
Lisbon,1,0.463,0.144,206.14,0
Lisbon,1,0.744,0.182,170.26,0
Lisbon,1,1.423,0.662,223.73,0
Lisbon,0,1.099,0.306,147.05,0
Lisbon,2,0.657,0.198,448.64,0
Lisbon,1,0.69,0.344,158.77,0
Lisbon,1,0.695,0.209,183.16,0
Lisbon,1,1.211,0.239,257.5,0
Lisbon,2,1.398,0.178,266.65,0
Lisbon,2,0.772,0.513,316.37,0
Lisbon,1,1.19,0.736,211.07,0
Lisbon,1,1.343,0.69,262.9,0
Lisbon,1,0.729,0.369,239.92,0
Lisbon,0,0.615,0.332,249.06,0
Lisbon,0,0.232,0.265,251.41,0
Lisbon,1,1.056,0.524,252.58,0
Lisbon,2,0.772,0.236,292.21,0
Lisbon,2,0.772,0.236,292.21,0
Lisbon,1,1.057,0.583,231.71,0
Lisbon,1,0.725,0.229,167.92,0
Lisbon,0,0.35,0.189,190.67,0
Lisbon,1,0.758,0.18,223.73,0
Lisbon,1,1.114,0.552,139.07,0
Lisbon,1,1.099,0.307,219.04,0
Lisbon,1,0.721,0.171,100.61,0
Lisbon,1,0.651,0.246,93.81,0
Lisbon,2,1.113,0.552,249.06,0
Lisbon,2,0.772,0.236,292.21,0
Lisbon,1,0.441,0.317,181.99,0
Lisbon,1,0.232,0.265,126.17,0
Lisbon,2,1.328,0.637,261.02,0
Lisbon,1,0.994,0.216,191.14,0
Lisbon,1,0.733,0.175,117.03,0
Lisbon,1,0.731,0.182,110.23,0
Lisbon,1,0.708,0.146,124.06,0
Lisbon,1,1.541,0.261,135.32,0
Lisbon,2,0.772,0.236,292.21,0
Lisbon,1,1.25,0.713,204.97,0
Lisbon,0,1.39,0.17,164.4,0
Lisbon,1,0.703,0.251,214.59,0
Lisbon,1,1.252,0.362,214.35,0
Lisbon,1,1.165,0.304,126.17,0
Lisbon,1,1.165,0.304,114.45,0
Lisbon,1,1.526,0.822,208.72,0
Lisbon,2,1.309,0.173,338.65,0
Lisbon,1,1.096,0.083,95.92,0
Lisbon,1,1.093,0.541,251.41,0
Lisbon,2,1.29,0.653,199.34,0
Lisbon,1,1.25,0.713,218.11,0
Lisbon,1,1.142,0.021,150.56,0
Lisbon,2,1.3,0.624,309.33,0
Lisbon,1,1.17,0.072,100.61,0
Lisbon,1,1.177,0.054,100.61,0
Lisbon,1,1.221,0.801,237.57,0
Lisbon,1,0.655,0.072,110.23,0
Lisbon,1,1.142,0.021,166.74,0
Lisbon,2,1.305,0.222,331.38,0
Lisbon,2,0.714,0.27,286.35,0
Lisbon,1,0.695,0.18,155.25,0
Lisbon,2,1.247,0.45,257.27,0
Lisbon,2,0.71,0.13,170.26,0
Lisbon,0,1.017,0.484,204.97,0
Lisbon,1,0.706,0.207,164.4,0
Lisbon,1,1.282,0.24,105.53,0
Lisbon,0,1.16,0.242,207.32,0
Lisbon,0,0.634,0.172,195.83,0
Lisbon,1,0.784,0.421,239.68,0
Lisbon,1,0.849,0.468,239.68,0
Lisbon,1,1.204,0.225,186.44,0
Lisbon,1,0.517,0.105,203.33,0
Lisbon,3,1.244,0.4,415.1,0
Lisbon,1,0.853,0.258,100.84,0
Lisbon,1,0.772,0.402,239.68,0
Lisbon,1,0.775,0.378,239.68,0
Lisbon,1,0.495,0.272,266.65,0
Lisbon,1,1.09,0.534,124.06,0
Lisbon,2,0.703,0.316,336.07,0
Lisbon,1,0.648,0.201,150.56,0
Lisbon,1,0.626,0.184,211.07,0
Lisbon,1,1.139,0.724,222.09,0
Lisbon,1,0.743,0.146,164.4,0
Lisbon,2,1.054,0.554,263.13,0
Lisbon,1,0.743,0.146,124.06,0
Lisbon,1,0.743,0.146,124.06,0
Lisbon,1,0.643,0.215,93.81,0
Lisbon,1,0.704,0.324,216.7,0
Lisbon,1,1.057,0.583,258.44,0
Lisbon,1,1.206,0.101,211.07,0
Lisbon,1,0.743,0.146,124.06,0
Lisbon,0,1.106,0.686,251.41,0
Lisbon,1,1.25,0.713,234.05,0
Lisbon,2,0.686,0.368,386.02,0
Lisbon,2,1.348,0.66,355.77,0
Lisbon,1,0.689,0.219,234.05,0
Lisbon,1,0.665,0.175,303.94,0
Lisbon,1,0.444,0.156,211.07,0
Lisbon,2,1.393,0.638,254.92,0
Lisbon,1,1.014,0.493,193.48,0
Lisbon,1,1.667,0.51,203.8,0
Lisbon,1,1.177,0.225,147.05,0
Lisbon,0,0.762,0.238,158.77,0
Lisbon,1,0.82,0.37,216.7,0
Lisbon,0,1.121,0.622,200.28,0
Lisbon,1,1.177,0.367,204.97,0
Lisbon,1,1.371,0.084,124.06,0
Lisbon,1,1.202,0.792,234.05,0
Lisbon,2,1.188,0.643,239.68,0
Lisbon,1,1.101,0.821,274.86,0
Lisbon,1,0.342,0.217,135.32,0
Lisbon,2,1.075,0.401,315.2,0
Lisbon,1,1.525,0.28,147.05,0
Lisbon,3,0.772,0.236,291.98,0
Lisbon,1,0.772,0.236,303.71,0
Lisbon,1,0.699,0.194,158.77,0
Lisbon,2,1.296,0.546,191.14,0
Lisbon,2,1.06,0.257,303.71,0
Lisbon,3,0.653,0.309,286.35,0
Lisbon,1,1.107,0.784,285.18,0
Lisbon,0,0.955,0.359,234.05,0
Lisbon,2,1.036,0.586,279.32,0
Lisbon,0,1.164,0.229,199.34,0
Lisbon,1,0.722,0.367,264.31,0
Lisbon,1,1.105,0.295,187.85,0
Lisbon,1,0.772,0.236,268.76,0
Lisbon,1,0.772,0.236,257.27,0
Lisbon,0,0.474,0.18,199.34,0
Lisbon,1,1.33,0.323,100.84,0
Lisbon,1,1.552,0.755,109.99,0
Lisbon,1,0.633,0.238,212.01,0
Lisbon,1,1.185,0.097,251.41,0
Lisbon,1,1.155,0.238,179.64,0
Lisbon,1,1.3,0.337,103.19,0
Lisbon,1,1.124,0.673,256.1,0
Lisbon,1,0.772,0.236,297.84,0
Lisbon,0,0.456,0.248,209.66,0
Lisbon,1,1.018,0.486,225.84,0
Lisbon,1,0.606,0.229,216.7,0
Lisbon,0,1.007,0.394,216.7,0
Lisbon,1,0.899,0.249,109.99,0
Lisbon,1,1.217,0.08,107.65,0
Lisbon,2,1.205,0.325,303.71,0
Lisbon,3,1.357,0.712,494.84,0
Lisbon,1,0.948,0.467,210.83,0
Lisbon,1,0.959,0.402,257.27,0
Lisbon,1,0.63,0.24,214.59,0
Lisbon,2,0.658,0.217,194.65,0
Lisbon,1,1.267,0.659,263.13,0
Lisbon,2,0.923,0.333,332.79,0
Lisbon,0,1.252,0.362,214.35,0
Lisbon,1,0.885,0.287,254.92,0
Lisbon,1,1.181,0.095,147.05,0
Lisbon,1,1.502,0.273,70.83,0
Lisbon,1,1.101,0.61,216.7,0
Lisbon,2,1.425,0.728,303.71,0
Lisbon,2,1.057,0.583,204.97,0
Lisbon,2,1.299,0.633,213.18,0
Lisbon,1,0.731,0.143,260.79,0
Lisbon,2,1.184,0.696,268.76,0
Lisbon,1,1.181,0.832,147.05,0
Lisbon,1,0.772,0.236,220.22,0
Lisbon,2,1.186,0.058,224.91,0
Lisbon,1,0.832,0.466,268.76,0
Lisbon,1,0.929,0.503,257.5,0
Lisbon,1,1.621,0.497,91.46,0
Lisbon,0,1.255,0.187,158.77,0
Lisbon,2,0.703,0.251,332.79,0
Lisbon,1,0.703,0.251,147.05,0
Lisbon,1,0.703,0.251,158.77,0
Lisbon,3,0.939,0.353,504.22,0
Lisbon,1,2.007,0.395,117.96,0
Lisbon,0,1.107,0.784,287.29,0
Lisbon,1,1.372,0.408,177.3,0
Lisbon,1,0.427,0.219,239.68,0
Lisbon,1,1.252,0.392,107.65,0
Lisbon,1,1.301,0.507,150.56,0
Lisbon,1,1.205,0.605,150.56,0
Lisbon,1,1.249,0.473,150.56,0
Lisbon,2,0.733,0.27,230.53,0
Lisbon,1,0.379,0.212,189.02,0
Lisbon,1,0.323,0.237,230.53,0
Lisbon,1,1.079,0.404,181.99,0
Lisbon,2,0.971,0.417,280.25,0
Lisbon,0,0.754,0.402,276.97,0
Lisbon,2,1.057,0.583,448.64,0
Lisbon,1,1.257,0.112,105.3,0
Lisbon,1,0.969,0.537,211.07,0
Lisbon,2,1.372,0.408,216.7,0
Lisbon,2,0.862,0.365,292.21,0
Lisbon,3,1.393,0.638,413.93,0
Lisbon,0,1.274,0.123,216.7,0
Lisbon,2,2.123,0.349,666.74,0
Lisbon,2,2.183,0.347,309.33,0
Lisbon,2,1.293,0.611,321.06,0
Lisbon,1,1.702,0.594,93.81,0
Lisbon,1,1.095,0.167,115.85,0
Lisbon,1,1.104,0.23,125.0,0
Lisbon,1,1.433,0.662,234.05,0
Lisbon,1,0.939,0.549,231.71,0
Lisbon,2,0.984,0.198,181.99,0
Lisbon,1,1.079,0.32,132.04,0
Lisbon,1,1.124,0.721,297.84,0
Lisbon,3,1.138,0.011,518.29,0
Lisbon,1,0.627,0.316,135.32,0
Lisbon,2,1.149,0.235,421.9,0
Lisbon,1,1.097,0.311,224.91,0
Lisbon,1,0.846,0.257,228.42,0
Lisbon,1,1.165,0.304,147.05,0
Lisbon,1,1.165,0.304,124.06,0
Lisbon,1,1.165,0.304,133.21,0
Lisbon,1,1.165,0.304,135.32,0
Lisbon,2,0.646,0.308,367.5,0
Lisbon,1,1.597,0.4,113.51,0
Lisbon,1,1.165,0.304,135.32,0
Lisbon,1,0.444,0.289,235.23,0
Lisbon,3,0.804,0.315,234.05,0
Lisbon,1,1.117,0.146,205.21,0
Lisbon,2,1.161,0.486,354.6,0
Lisbon,1,1.253,0.262,216.7,0
Lisbon,2,1.045,0.468,226.08,0
Lisbon,1,1.075,0.398,204.97,0
Lisbon,2,1.159,0.852,321.06,0
Lisbon,1,1.099,0.515,186.44,0
Lisbon,2,0.789,0.376,282.6,0
Lisbon,3,0.781,0.185,303.94,0
Lisbon,2,0.679,0.183,251.41,0
Lisbon,1,0.649,0.066,237.57,0
Lisbon,1,1.538,0.574,181.99,0
Lisbon,1,1.228,0.765,309.57,0
Lisbon,1,1.134,0.731,309.57,0
Lisbon,1,0.569,0.108,204.03,0
Lisbon,1,0.489,0.183,199.34,0
Lisbon,2,1.471,0.766,294.32,0
Lisbon,0,1.079,0.905,187.62,0
Lisbon,1,1.676,1.072,239.68,0
Lisbon,1,1.433,0.693,265.24,0
Lisbon,1,1.052,0.448,228.19,0
Lisbon,1,1.052,0.448,239.68,0
Lisbon,1,1.052,0.448,251.41,0
Lisbon,1,1.283,0.654,234.05,0
Lisbon,1,0.857,0.572,216.7,0
Lisbon,1,0.666,0.164,176.13,0
Lisbon,0,1.18,0.262,206.38,0
Lisbon,1,1.002,0.498,205.21,0
Lisbon,3,1.344,0.565,351.08,0
Lisbon,2,0.702,0.22,295.73,0
Lisbon,1,0.723,0.147,263.13,0
Lisbon,1,1.167,0.241,177.3,0
Lisbon,1,0.999,0.42,245.54,0
Lisbon,1,0.991,0.404,245.54,0
Lisbon,1,0.85,0.273,350.14,0
Lisbon,0,0.463,0.144,193.25,0
Lisbon,1,0.965,0.381,272.28,0
Lisbon,2,1.25,0.713,302.53,0
Lisbon,1,1.139,0.724,210.13,0
Lisbon,2,1.145,0.624,378.99,0
Lisbon,0,0.855,0.293,189.96,0
Lisbon,0,1.09,0.648,234.05,0
Lisbon,2,0.334,0.284,257.5,0
Lisbon,1,1.721,0.695,130.86,0
Lisbon,0,0.306,0.196,307.22,0
Lisbon,1,1.327,0.345,216.7,0
Lisbon,1,1.101,0.297,243.43,0
Lisbon,1,0.645,0.112,197.0,0
Lisbon,2,1.464,0.596,336.3,0
Lisbon,2,1.575,0.813,319.65,0
Lisbon,2,0.703,0.251,437.15,0
Lisbon,1,1.084,0.085,136.49,0
Lisbon,1,0.441,0.215,172.61,0
Lisbon,2,0.786,0.485,200.28,0
Lisbon,1,1.278,0.494,103.19,0
Lisbon,1,0.842,0.376,153.14,0
Lisbon,1,0.411,0.212,175.19,0
Lisbon,1,1.206,0.283,148.45,0
Lisbon,0,0.218,0.069,193.01,0
Lisbon,0,1.481,0.371,222.33,0
Lisbon,1,0.9,0.246,109.99,0
Lisbon,1,1.327,0.207,141.42,0
Lisbon,2,1.454,0.571,286.35,0
Lisbon,2,2.419,0.44,295.5,0
Lisbon,1,1.177,0.753,295.5,0
Lisbon,2,0.618,0.23,413.7,0
Lisbon,2,1.323,0.64,286.35,0
Lisbon,1,0.653,0.065,223.73,0
Lisbon,1,1.259,0.117,107.65,0
Lisbon,1,1.217,0.14,110.23,0
Lisbon,1,0.905,0.308,296.9,0
Lisbon,3,0.495,0.175,243.2,0
Lisbon,1,0.634,0.172,187.62,0
Lisbon,1,0.757,0.288,225.84,0
Lisbon,1,1.084,0.069,120.54,0
Lisbon,1,0.672,0.123,245.54,0
Lisbon,1,1.827,0.682,165.57,0
Lisbon,1,1.223,0.519,289.87,0
Lisbon,1,1.247,0.443,289.87,0
Lisbon,1,0.733,0.146,260.79,0
Lisbon,1,1.193,0.434,266.65,0
Lisbon,1,0.794,0.423,199.34,0
Lisbon,1,0.736,0.264,162.29,0
Lisbon,1,0.682,0.141,266.42,0
Lisbon,1,0.427,0.219,236.4,0
Lisbon,1,0.418,0.194,151.74,0
Lisbon,1,1.241,0.475,280.25,0
Lisbon,1,1.075,0.363,158.77,0
Lisbon,1,0.614,0.155,236.4,0
Lisbon,1,0.935,0.339,228.42,0
Lisbon,3,0.712,0.164,297.84,0
Lisbon,1,0.857,0.572,249.3,0
Lisbon,1,1.39,0.17,234.05,0
Lisbon,2,0.164,0.061,222.56,0
Lisbon,0,0.976,0.43,193.25,0
Lisbon,1,0.753,0.634,228.19,0
Lisbon,1,1.221,0.801,245.54,0
Lisbon,2,1.424,0.703,211.07,0
Lisbon,1,1.122,0.271,158.54,0
Lisbon,2,1.191,0.645,332.79,0
Lisbon,2,1.139,0.724,262.9,0
Lisbon,2,1.114,0.345,251.41,0
Lisbon,1,0.43,0.201,193.48,0
Lisbon,3,0.646,0.223,379.22,0
Lisbon,1,1.222,0.415,216.7,0
Lisbon,1,0.528,0.171,234.05,0
Lisbon,2,1.907,1.329,454.5,0
Lisbon,1,0.703,0.251,336.3,0
Lisbon,1,0.794,0.199,315.2,0
Lisbon,1,8.564,0.902,150.8,0
Lisbon,2,8.518,0.868,297.61,0
Lisbon,1,8.6,0.949,170.26,0
Lisbon,2,7.575,6.029,526.27,0
Lisbon,3,8.474,0.829,448.41,0
Lisbon,1,6.66,5.705,199.34,0
Lisbon,1,6.645,5.696,194.65,0
Lisbon,2,9.396,1.794,182.46,0
Lisbon,1,8.085,0.892,216.7,0
Lisbon,1,9.574,1.993,124.06,0
Lisbon,1,8.18,0.792,220.22,0
Lisbon,3,8.587,0.925,284.01,0
Lisbon,1,9.548,1.927,246.72,0
Lisbon,2,9.207,1.583,316.37,0
Lisbon,1,9.548,1.927,260.79,0
Lisbon,1,1.963,0.523,118.2,0
Lisbon,1,2.403,0.25,84.66,0
Lisbon,2,0.873,0.702,332.79,0
Lisbon,1,2.29,0.2,91.46,0
Lisbon,1,2.392,0.25,147.05,0
