city,bedrooms,city_center_dist_km,daily_price,weekends
London,0,4.553,431.34,0
London,2,2.751,494.13,1
London,1,0.882,614.31,0
London,0,2.603,362.19,1
London,1,5.45,476.96,0
London,1,2.356,284.58,1
London,3,7.782,812.58,1
London,0,6.67,206.5,0
London,1,2.628,421.69,1
Barcelona,3,1.235,543.91,0
London,2,4.957,564.45,1
London,1,5.787,297.28,1
London,1,1.845,413.93,1
London,1,1.99,457.91,1
London,1,0.783,532.7,1
Barcelona,1,1.294,358.65,0
London,2,7.804,506.36,0
Amsterdam,0,2.979,386.9,0
London,2,5.29,257.77,1
London,1,13.34,181.33,0
London,3,5.603,388.3,0
Amsterdam,1,3.419,649.12,1
London,2,5.138,672.64,0
London,1,0.311,653.12,0
London,1,6.15,632.19,1
Amsterdam,1,1.444,384.79,0
London,1,6.022,412.52,1
London,1,14.058,163.46,1
London,1,3.749,550.34,1
London,1,5.308,265.53,1
London,1,5.656,328.56,1
London,1,2.91,346.67,0
Amsterdam,0,0.371,462.12,0
Amsterdam,3,4.076,504.07,0
London,1,2.907,558.1,1
London,1,5.597,300.34,1
London,1,3.968,388.06,0
London,1,0.735,497.9,0
Amsterdam,1,1.21,531.95,1
Amsterdam,1,1.814,612.1,1
London,1,4.719,293.05,1
London,2,14.534,375.36,0
Amsterdam,2,1.141,1278.33,1
Amsterdam,2,1.389,1020.08,1
London,1,5.213,426.63,1
London,0,5.907,245.54,1
London,1,6.889,323.15,0
London,2,5.178,439.1,0
London,2,2.282,682.99,1
London,1,4.647,341.49,1
London,1,5.264,408.52,1
London,2,7.774,574.1,1
Amsterdam,0,1.702,522.34,1
Amsterdam,1,2.62,651.23,1
London,0,4.17,379.83,0
London,1,6.719,238.72,1
Amsterdam,1,1.331,1014.22,1
London,1,3.545,373.72,1
Amsterdam,3,3.364,599.91,1
London,2,3.308,658.06,0
London,2,14.449,401.23,0
London,0,0.794,404.29,0
London,1,2.909,759.43,1
London,1,5.578,284.58,0
London,1,5.639,353.25,1
London,1,3.086,360.78,1
London,1,4.972,249.54,1
London,2,3.539,412.29,1
London,2,4.003,1082.34,1
Amsterdam,1,0.763,1044.69,1
Amsterdam,1,2.061,802.38,1
London,2,5.94,515.53,0
London,1,7.136,395.82,1
London,0,3.815,271.41,0
Amsterdam,1,1.738,421.34,0
London,1,1.779,601.61,1
London,3,4.541,695.69,1
London,2,6.408,491.31,0
London,0,5.398,225.08,0
London,0,3.285,271.41,0
Amsterdam,1,1.407,467.04,1
London,1,4.967,373.95,0
London,2,5.983,464.73,1
London,2,5.326,853.5,1
Amsterdam,3,2.44,737.23,0
London,2,4.21,662.06,0
London,2,3.449,706.04,1
London,1,7.34,265.06,1
London,0,3.936,333.73,0
Amsterdam,1,1.01,909.47,0
London,1,9.333,361.96,0
London,1,4.461,399.59,0
London,2,3.456,439.57,0
London,1,7.486,297.28,1
London,1,14.163,314.21,1
London,1,2.466,540.93,0
London,2,3.998,347.84,0
London,3,4.791,916.53,0
Amsterdam,1,0.915,645.37,1
London,2,2.877,847.39,1
London,1,5.129,262.71,1
Amsterdam,2,1.977,682.16,1
London,2,2.447,573.63,0
London,2,4.187,871.14,0
London,0,3.736,250.24,1
London,1,3.401,766.95,0
Barcelona,1,3.103,485.95,1
London,2,4.112,956.04,0
London,0,2.219,413.93,1
London,2,4.319,790.0,1
Barcelona,2,4.251,578.58,0
London,2,6.628,394.65,1
London,1,4.295,229.78,0
London,1,5.063,264.82,1
London,1,4.327,360.31,0
Barcelona,2,2.307,686.34,0
London,2,5.878,452.97,0
London,1,8.174,663.47,0
London,0,4.185,353.25,1
London,2,7.181,464.03,0
London,1,3.362,471.79,0
London,2,3.617,1083.99,1
London,2,6.774,294.46,0
London,2,9.503,214.73,1
London,0,5.675,207.91,0
London,0,3.116,317.03,1
Amsterdam,2,2.325,534.76,1
Amsterdam,3,2.68,515.78,0
London,2,11.371,250.95,1
London,2,8.853,417.7,1
London,1,5.313,873.96,1
London,2,14.91,464.03,1
London,2,4.974,763.19,1
Amsterdam,1,1.811,897.05,1
Amsterdam,2,1.478,491.65,1
London,2,1.353,592.68,0
London,1,5.635,359.37,1
London,0,4.67,435.57,0
London,1,2.396,354.43,0
London,1,3.645,246.01,0
London,2,2.771,644.18,0
London,1,7.533,389.24,1
Amsterdam,2,2.376,768.17,1
London,1,3.577,476.73,0
London,2,3.391,362.19,1
London,1,3.493,296.81,1
London,2,4.596,465.91,0
London,3,9.796,225.08,0
London,2,7.989,479.32,1
London,0,6.607,255.89,0
London,1,6.007,361.02,1
Amsterdam,1,2.01,479.46,0
London,1,6.728,283.4,1
London,3,3.414,644.42,1
Barcelona,1,2.032,564.62,1
London,0,4.356,402.17,1
London,1,5.114,348.08,1
London,2,5.859,875.84,1
Amsterdam,1,1.9,546.72,0
Barcelona,1,1.54,554.38,1
Amsterdam,2,3.113,921.66,1
London,3,2.564,1784.85,1
London,2,4.939,528.47,1
London,2,5.429,454.86,0
London,3,9.087,743.67,0
London,1,5.071,395.59,0
London,1,3.231,530.82,1
Barcelona,2,1.839,624.9,0
London,1,0.281,1011.55,0
London,1,2.62,477.67,0
London,1,2.8,400.76,1
London,1,3.882,354.43,1
London,1,5.756,363.37,1
London,1,4.461,404.76,1
London,2,3.71,1120.91,1
London,1,3.96,534.58,1
London,2,5.387,621.13,1
London,1,11.546,153.34,1
London,1,4.406,552.93,1
London,2,6.361,424.28,0
London,2,4.407,473.44,1
London,3,8.245,599.26,1
London,1,6.532,385.47,1
London,2,1.17,879.14,0
London,1,7.232,384.06,1
Amsterdam,3,1.474,798.63,0
London,2,4.2,431.1,1
Barcelona,1,0.853,445.46,0
Amsterdam,1,0.985,737.23,1
Amsterdam,1,3.781,539.45,1
London,1,7.715,392.06,0
London,2,4.402,559.28,1
London,0,3.293,471.55,0
Amsterdam,1,1.494,381.04,1
London,1,3.838,532.7,0
London,1,4.675,724.38,1
London,2,15.565,333.5,1
London,2,4.788,543.29,1
London,1,8.187,554.11,0
Amsterdam,1,5.039,415.49,1
London,1,5.917,491.54,1
London,0,8.114,239.19,1
London,0,3.84,245.77,1
Barcelona,2,2.572,804.11,0
London,1,2.683,407.35,1
London,1,6.964,239.42,1
London,1,4.916,618.31,1
Barcelona,1,2.913,311.17,0
London,3,4.771,604.44,1
London,0,2.706,329.26,0
London,2,7.551,568.22,1
London,1,3.95,296.57,1
Barcelona,3,2.046,705.66,0
London,1,3.052,658.53,1
Barcelona,2,0.59,715.2,1
Amsterdam,1,3.074,538.28,0
Amsterdam,1,1.483,501.25,1
Barcelona,3,1.88,653.76,1
London,1,3.245,387.59,0
London,2,6.25,434.39,1
London,2,7.821,428.28,1
Barcelona,3,1.06,990.53,0
London,3,2.407,1185.35,1
London,1,3.02,787.18,1
London,2,17.296,502.6,1
London,0,3.824,332.56,1
London,3,4.733,969.92,0
Amsterdam,1,2.078,467.04,0
London,0,1.221,591.27,0
London,1,7.653,258.71,0
Amsterdam,3,4.052,491.65,0
London,1,3.128,393.0,1
London,0,3.089,518.83,0
London,1,8.126,261.53,1
Barcelona,2,1.988,712.87,0
London,1,5.047,504.95,0
London,2,14.869,256.12,0
London,1,7.118,422.63,0
London,1,6.202,296.34,0
London,2,0.884,1174.06,0
Amsterdam,2,4.153,700.44,1
London,1,0.7,931.82,1
London,2,2.562,571.98,0
London,1,4.508,309.27,1
London,1,4.543,333.5,1
London,2,0.84,992.97,0
London,0,4.809,528.47,0
London,1,9.303,534.58,1
London,3,2.466,794.0,0
London,1,2.788,561.4,1
London,2,6.856,404.76,1
London,1,8.095,242.01,0
London,2,4.471,453.44,0
Amsterdam,1,3.66,306.05,0
Barcelona,2,1.355,677.03,0
London,0,4.92,405.94,1
London,0,4.617,405.7,0
Amsterdam,1,1.844,1259.58,0
London,1,1.547,620.19,0
London,1,7.41,559.28,0
London,0,5.922,294.93,1
London,2,4.098,722.03,0
London,1,5.089,425.46,0
Amsterdam,1,1.669,368.85,1
London,2,5.962,566.57,1
London,0,3.44,324.09,0
Barcelona,2,1.683,295.11,0
London,1,2.284,873.02,0
Amsterdam,1,4.298,297.61,0
Amsterdam,1,0.84,442.43,0
Amsterdam,2,0.472,934.08,0
London,1,3.743,471.55,1
London,2,6.455,795.41,0
London,1,3.844,476.96,0
London,2,3.468,900.3,0
London,2,4.173,898.42,1
London,2,6.962,381.01,1
Amsterdam,1,0.555,734.89,1
London,1,0.296,1011.55,0
Amsterdam,1,1.245,577.41,0
London,1,8.21,232.84,1
London,1,6.169,348.08,0
London,2,4.57,621.84,0
London,1,6.188,283.4,1
London,1,6.007,361.72,0
London,2,4.024,543.29,1
London,1,4.929,257.77,1
London,0,4.815,190.74,1
London,0,5.518,187.68,0
London,1,0.34,603.02,1
London,1,4.886,386.65,1
London,2,2.077,953.69,1
London,0,5.398,224.14,1
London,2,7.273,563.04,1
Barcelona,1,2.613,509.23,0
London,1,2.245,329.73,1
London,1,6.333,427.1,1
London,1,5.795,291.4,1
London,2,2.559,496.48,1
Barcelona,1,4.783,370.28,0
London,0,3.935,359.6,1
London,1,2.546,353.25,1
London,1,4.429,264.12,1
Amsterdam,1,2.853,405.88,1
London,2,7.799,475.79,0
Barcelona,3,1.708,879.51,0
London,3,4.119,579.98,1
London,2,7.084,336.32,0
Amsterdam,1,2.643,725.28,1
London,0,4.867,214.02,1
London,1,5.378,384.3,1
London,0,3.165,552.69,1
London,1,9.437,250.71,0
London,1,4.226,504.48,1
London,1,3.846,456.97,0
London,0,3.961,240.36,0
London,2,5.002,501.89,1
Barcelona,1,0.614,542.74,0
London,1,7.511,322.21,1
Amsterdam,2,3.434,712.63,0
London,1,6.029,277.05,1
Amsterdam,1,2.032,702.08,0
London,0,14.096,232.84,0
London,1,3.579,506.36,1
London,1,4.954,296.57,1
London,1,1.167,737.08,1
Amsterdam,1,3.323,556.79,0
London,2,2.526,722.03,0
London,1,8.175,291.4,0
London,0,4.968,327.38,1
London,1,5.228,238.48,1
London,1,5.713,251.18,1
London,2,3.932,451.09,1
London,1,7.376,341.49,0
London,1,3.164,476.96,1
Barcelona,2,1.988,712.87,0
London,1,3.859,322.21,1
London,2,4.249,717.8,1
London,1,1.921,433.45,1
London,2,3.264,640.18,0
London,1,4.46,334.2,0
London,1,8.488,283.4,1
Amsterdam,2,0.472,934.08,1
London,1,1.797,402.41,0
London,3,6.031,979.09,0
Amsterdam,1,4.263,367.45,1
London,1,3.626,547.76,1
Amsterdam,1,2.587,653.81,1
Barcelona,1,1.275,373.78,1
London,1,5.198,503.3,0
Amsterdam,1,8.257,295.03,1
London,1,5.315,348.08,0
Amsterdam,1,0.346,774.26,1
London,1,3.104,478.37,0
London,2,8.103,439.8,1
Barcelona,2,1.308,691.93,0
Amsterdam,1,1.578,743.8,1
London,2,3.838,584.44,1
Barcelona,2,2.626,379.36,0
Amsterdam,2,2.262,504.07,0
London,1,6.894,318.68,0
London,1,0.918,624.9,1
London,1,4.639,362.9,0
London,1,8.129,301.75,1
London,2,2.651,682.75,1
London,2,4.187,879.14,1
London,1,5.11,438.16,0
Amsterdam,1,0.829,393.46,0
London,2,5.94,517.42,1
London,0,4.185,353.96,0
Amsterdam,2,0.75,1557.43,1
London,3,8.026,558.1,0
London,1,6.588,285.75,1
Amsterdam,1,1.511,971.11,1
London,0,4.956,406.64,0
Amsterdam,1,2.125,491.65,1
London,0,3.935,359.6,1
London,2,4.943,497.9,1
London,2,3.882,780.36,0
London,2,6.733,386.65,0
London,0,5.011,211.43,1
London,0,3.418,335.38,0
London,1,2.491,956.98,0
London,1,3.98,734.97,0
Amsterdam,1,1.483,355.03,0
London,3,4.548,473.67,1
Amsterdam,2,5.629,454.85,1
London,1,7.852,296.57,1
London,1,5.4,249.77,0
London,0,4.208,353.96,0
London,1,12.213,409.93,1
London,1,1.57,560.69,1
Amsterdam,1,2.581,855.34,0
Amsterdam,1,1.714,796.29,0
London,1,3.244,504.48,0
London,1,3.737,503.77,0
Amsterdam,3,9.596,651.23,1
London,0,7.485,288.34,0
London,1,5.796,579.51,1
London,1,8.19,474.85,1
London,1,7.49,558.1,0
Barcelona,3,3.001,474.32,0
Barcelona,1,1.79,393.56,0
London,1,5.987,360.78,0
Barcelona,3,1.434,455.93,0
London,1,2.269,528.94,0
London,1,6.017,258.71,1
London,1,1.427,763.66,0
Amsterdam,1,6.291,368.62,0
London,1,3.84,181.33,0
London,1,6.877,426.63,0
Amsterdam,1,2.464,468.21,1
London,1,2.221,554.11,0
London,1,10.359,258.94,0
London,3,4.062,995.79,0
London,2,1.642,461.44,0
Barcelona,2,3.395,439.41,0
Amsterdam,1,1.369,449.7,1
London,2,14.043,297.51,1
London,1,6.022,413.46,0
London,0,4.497,405.7,0
London,1,7.244,338.67,1
London,0,7.757,266.94,1
Amsterdam,1,1.018,1106.32,1
London,1,2.049,471.55,1
London,1,3.109,426.63,0
London,1,5.995,180.39,1
London,1,0.918,604.67,0
London,1,3.84,283.4,1
London,1,3.279,611.96,1
London,1,6.54,360.78,0
London,1,4.905,296.57,1
London,1,3.165,245.54,0
London,1,4.107,530.35,0
London,1,2.814,349.02,1
London,1,3.658,792.82,0
Amsterdam,1,0.895,653.57,0
Amsterdam,2,3.963,891.2,1
Amsterdam,2,3.047,548.12,1
London,1,3.218,411.58,1
Barcelona,2,0.784,844.6,1
London,3,0.922,989.68,1
Barcelona,1,3.103,289.29,0
Barcelona,2,3.467,281.15,0
London,3,7.852,682.99,0
London,2,4.443,359.37,0
London,1,1.707,464.73,0
Barcelona,2,1.678,439.64,0
London,1,1.629,491.31,1
London,1,3.02,876.08,0
Amsterdam,2,1.82,1488.29,1
London,2,5.887,362.19,1
Amsterdam,2,0.827,734.89,0
London,1,4.65,484.49,1
London,1,1.724,552.69,0
Amsterdam,3,1.05,1473.77,1
London,0,6.762,342.2,0
London,2,6.149,457.44,1
London,2,3.419,735.67,1
London,2,5.387,374.89,1
London,1,5.802,368.78,0
London,3,2.345,708.86,1
Amsterdam,1,2.17,390.65,0
Amsterdam,1,2.746,504.07,1
London,2,3.247,567.04,1
London,1,6.16,255.18,0
London,2,1.291,1098.8,0
London,1,3.385,348.08,1
London,1,6.28,284.11,0
London,1,6.128,323.15,1
Barcelona,2,0.403,672.38,0
London,1,5.165,358.43,0
London,1,6.463,478.61,1
London,2,2.133,692.16,1
London,1,5.775,471.08,0
Amsterdam,1,1.412,546.95,1
London,0,4.276,353.96,0
London,1,5.782,252.12,1
Amsterdam,1,1.947,428.37,1
London,2,6.079,535.29,1
London,0,2.942,242.95,1
Barcelona,2,2.909,475.71,0
London,3,2.272,690.51,0
London,1,4.044,388.06,0
London,0,7.751,266.94,0
London,1,7.332,284.58,0
London,2,3.331,722.74,0
London,1,3.091,314.45,1
London,1,5.171,360.78,0
Amsterdam,2,2.136,909.47,0
London,3,8.222,914.89,0
London,1,2.586,413.7,0
London,3,6.5,766.72,0
London,0,8.163,265.29,1
London,2,2.866,698.51,0
London,1,3.25,437.92,1
London,2,3.775,452.97,0
Barcelona,2,3.407,271.84,0
London,1,1.954,630.31,1
London,0,4.632,405.7,0
London,3,6.426,790.23,0
London,2,4.179,872.79,0
London,1,6.128,322.21,0
London,2,4.7,944.05,1
Amsterdam,2,0.218,798.63,1
London,1,1.874,490.84,1
London,1,3.326,314.21,0
London,2,4.729,539.76,0
London,2,1.438,1200.64,1
London,1,5.171,385.24,1
Amsterdam,3,2.176,614.44,0
London,1,1.877,503.3,0
London,3,4.068,489.66,0
London,2,4.065,641.6,0
Amsterdam,2,6.329,552.81,0
London,1,0.156,638.77,0
London,1,3.246,301.51,1
Amsterdam,2,2.661,409.39,0
London,1,1.502,519.06,1
London,1,1.208,456.27,0
London,1,3.038,386.42,1
London,2,3.335,724.38,1
London,0,2.583,266.0,0
London,1,2.56,620.9,1
Amsterdam,2,2.379,833.55,1
London,0,2.811,402.17,1
Barcelona,2,1.229,830.87,1
London,1,1.737,695.92,0
London,3,6.674,516.24,1
London,0,4.908,211.43,1
Barcelona,1,1.139,532.04,1
London,2,3.331,724.38,1
London,1,1.192,711.21,1
London,2,7.732,494.13,1
London,1,5.41,559.28,1
London,1,1.167,725.56,0
London,1,4.615,695.69,0
London,1,8.06,309.27,0
London,1,3.335,613.37,0
London,3,4.789,511.54,1
London,1,11.546,133.35,0
London,1,7.751,310.68,1
London,1,4.352,475.32,0
London,0,4.631,496.72,1
London,3,10.982,465.44,0
London,2,5.844,284.58,0
London,1,12.116,277.05,1
Amsterdam,1,2.379,516.02,1
Amsterdam,3,0.433,1804.19,0
London,2,7.559,491.31,0
London,1,1.667,711.45,1
London,0,2.811,468.26,0
London,0,6.377,399.59,1
London,1,5.955,322.68,0
Amsterdam,2,2.86,685.91,0
Amsterdam,2,4.153,651.23,0
London,2,14.921,341.49,0
London,2,6.046,663.47,0
London,1,12.672,195.91,1
London,1,4.725,479.32,1
Amsterdam,0,0.115,422.75,1
London,2,4.939,543.99,0
London,1,4.673,389.24,1
London,2,3.71,930.17,0
London,2,1.241,541.17,1
Amsterdam,2,0.787,614.44,1
Barcelona,2,1.123,761.51,0
London,1,7.865,239.19,1
London,0,4.946,279.4,1
London,2,5.235,514.59,0
London,1,5.468,360.78,1
London,1,3.103,366.42,0
London,0,4.011,336.32,0
London,2,1.22,1238.98,0
Barcelona,3,1.728,474.55,0
Barcelona,2,3.198,712.87,0
Amsterdam,3,3.079,952.59,1
Amsterdam,2,2.249,712.86,1
Amsterdam,3,3.705,704.19,0
London,2,3.907,920.53,0
Barcelona,2,2.334,601.62,0
London,1,5.372,445.92,1
London,1,3.151,529.65,0
London,0,5.099,251.89,0
Barcelona,2,3.17,439.87,0
London,1,1.272,641.83,1
London,0,4.185,379.83,0
London,1,2.234,323.38,0
London,2,4.427,766.72,1
London,2,4.729,451.09,1
London,1,4.951,504.25,1
London,1,6.244,297.28,0
London,1,1.464,470.61,1
Amsterdam,1,0.906,589.83,1
London,2,1.427,997.44,1
London,2,2.282,684.64,0
London,1,4.867,412.29,1
Amsterdam,1,1.591,424.16,1
London,2,9.368,296.34,1
London,0,3.418,416.28,1
London,1,3.974,639.24,1
London,1,4.793,257.77,1
London,0,2.816,358.43,1
London,1,3.1,393.0,1
London,1,5.899,492.96,1
London,2,2.134,698.51,1
Amsterdam,2,3.823,526.09,1
London,0,4.82,610.08,0
London,1,5.931,278.46,1
Amsterdam,1,4.025,378.69,1
Amsterdam,1,3.313,436.34,0
London,1,5.547,415.11,1
Amsterdam,2,1.931,1376.75,1
Amsterdam,1,3.848,460.71,0
London,2,2.447,835.86,1
London,3,8.245,523.06,0
London,1,2.264,354.19,0
London,2,3.937,770.95,0
London,1,2.288,491.54,1
London,2,5.683,462.38,1
Amsterdam,1,2.754,550.47,1
Amsterdam,3,3.386,854.4,0
London,3,3.409,1133.85,1
London,1,3.194,529.65,0
London,2,2.866,794.0,1
London,1,4.752,363.6,1
London,1,8.218,309.27,0
Amsterdam,1,2.943,576.48,1
London,1,3.02,879.61,1
London,1,2.609,329.73,1
London,1,10.387,142.99,1
London,1,3.563,954.87,1
London,1,3.819,860.32,0
London,1,1.926,592.91,1
London,2,1.981,522.59,0
London,2,7.342,381.24,1
London,1,2.487,740.85,1
Amsterdam,2,1.341,784.34,1
London,1,7.511,320.33,0
London,1,4.522,423.81,0
London,1,3.246,300.57,0
Barcelona,2,2.394,514.81,1
London,1,9.456,601.14,0
London,1,5.825,460.26,1
London,1,3.194,528.47,1
Barcelona,2,2.896,416.37,0
London,0,4.119,269.53,0
London,1,1.838,544.93,0
Barcelona,0,3.419,486.19,0
London,2,1.116,1267.2,0
London,3,2.74,983.33,1
London,2,5.021,541.88,0
Amsterdam,1,4.296,441.26,1
London,2,4.853,1160.89,1
London,1,1.942,548.23,1
London,2,5.929,333.5,1
London,1,3.247,478.37,0
Amsterdam,2,3.53,688.02,1
Amsterdam,2,2.954,768.17,0
London,2,1.437,641.83,1
London,2,4.257,565.63,1
London,2,4.681,403.35,1
Barcelona,2,1.679,499.69,0
London,1,4.867,369.25,0
London,0,6.0,271.41,1
London,1,3.256,297.75,1
London,1,1.483,567.04,1
Amsterdam,1,3.091,430.25,0
Amsterdam,3,3.732,442.67,0
London,1,3.189,530.12,0
Barcelona,2,3.764,819.47,0
London,0,3.935,334.91,0
London,1,1.735,503.3,0
London,2,4.132,522.12,1
London,1,8.636,440.98,1
Amsterdam,1,1.0,714.27,1
London,1,4.412,351.61,0
London,1,1.296,613.14,1
London,2,6.436,388.06,1
Barcelona,1,0.423,357.48,0
London,1,7.431,226.49,0
London,1,3.551,258.71,1
London,2,2.469,491.54,1
London,2,5.429,474.61,1
Amsterdam,1,2.644,636.94,1
London,1,3.598,295.16,1
London,1,5.639,351.84,0
London,1,3.924,474.38,0
London,1,4.916,574.8,0
London,2,1.754,1156.66,1
London,1,2.155,426.63,1
Amsterdam,1,4.456,552.81,0
London,1,1.057,598.79,0
London,1,3.3,258.94,1
Amsterdam,1,3.604,663.65,1
Barcelona,1,1.001,671.21,1
London,1,6.494,336.32,1
London,2,3.433,533.64,1
London,2,6.887,425.93,0
London,2,1.643,1297.77,0
Barcelona,0,3.419,485.95,1
London,2,2.29,1533.67,0
London,1,5.262,401.94,1
London,1,5.486,394.41,1
London,1,3.104,323.15,1
London,2,6.673,743.2,0
London,1,5.271,292.81,1
London,1,4.792,374.89,1
Amsterdam,1,1.089,712.86,1
London,2,5.238,608.2,0
Amsterdam,2,4.312,688.26,1
London,3,2.407,1188.41,0
Amsterdam,2,4.733,615.61,1
Amsterdam,2,1.769,651.23,0
London,3,5.617,580.68,0
Amsterdam,1,1.21,531.95,0
London,0,4.491,407.58,0
Amsterdam,1,1.585,342.61,0
London,2,6.008,875.84,1
Barcelona,2,3.579,451.51,1
Amsterdam,1,2.306,430.25,1
London,1,6.29,510.36,0
London,0,5.851,297.28,1
London,0,3.089,508.24,1
London,1,1.891,346.43,1
London,0,3.528,323.15,0
London,2,7.888,293.99,0
London,2,3.319,431.57,1
London,0,5.983,310.45,1
Barcelona,2,3.342,1620.08,0
London,0,5.922,293.75,0
London,1,4.104,521.88,0
London,1,6.877,426.87,1
Amsterdam,1,3.781,539.22,0
London,1,1.838,780.12,1
London,2,4.435,465.67,1
Barcelona,0,0.878,468.73,1
London,1,8.848,329.73,1
London,0,3.001,323.15,0
London,1,1.464,418.64,0
London,1,3.122,528.47,1
London,2,3.393,801.76,1
London,1,2.409,558.1,1
London,2,5.962,564.45,0
London,1,0.91,847.39,1
Amsterdam,2,3.376,734.89,0
London,1,8.419,318.21,1
Barcelona,2,1.251,691.93,0
London,1,2.378,841.04,0
London,2,0.763,869.26,0
London,1,4.71,251.18,0
London,0,4.896,215.67,0
London,1,3.953,243.66,0
London,0,5.083,219.9,1
Amsterdam,2,3.526,658.73,0
Amsterdam,2,0.711,1192.32,1
London,1,11.135,333.73,0
London,2,2.504,438.16,1
London,0,5.129,412.52,1
London,2,4.066,1039.54,0
Amsterdam,1,1.765,346.59,0
London,0,6.727,206.5,0
London,0,3.688,232.13,1
London,2,6.472,459.32,1
London,2,5.472,345.26,1
Barcelona,2,2.635,379.36,0
London,3,6.883,569.16,1
London,1,7.582,226.72,1
London,1,2.221,556.22,1
London,2,3.058,1008.73,1
Amsterdam,2,0.218,798.63,0
London,2,4.807,853.03,0
London,1,4.059,373.72,1
Amsterdam,1,2.283,921.89,1
London,1,11.017,359.6,0
London,1,6.188,284.58,0
London,1,2.628,423.34,0
London,2,2.574,394.41,0
London,2,3.192,490.84,0
London,2,0.476,892.54,1
Barcelona,2,3.197,515.05,0
London,2,6.073,387.59,0
London,1,8.828,285.75,1
London,1,3.184,529.65,0
London,1,3.229,328.56,1
Amsterdam,1,2.807,496.57,0
London,2,13.638,530.59,0
London,2,1.185,1408.31,1
London,0,4.232,466.38,0
Amsterdam,1,2.161,485.55,1
London,1,5.402,361.96,0
London,2,3.838,584.44,0
Amsterdam,2,3.114,921.66,0
London,1,7.545,322.21,1
London,1,3.065,569.63,0
London,3,4.92,1024.48,1
Amsterdam,2,2.619,909.47,0
London,1,6.055,242.24,0
Amsterdam,1,3.488,416.66,1
London,3,3.657,1288.6,0
London,0,4.483,222.96,0
London,0,6.377,400.76,0
London,1,4.718,405.7,0
London,1,4.69,422.63,1
Barcelona,1,2.968,560.2,0
London,2,5.34,492.25,1
London,1,4.307,293.99,0
London,3,3.734,933.47,0
Amsterdam,3,0.948,1651.86,0
London,1,2.106,572.92,1
London,0,5.733,210.02,0
Barcelona,2,1.985,422.42,0
London,1,10.721,341.49,0
Amsterdam,2,9.461,645.37,1
London,1,0.882,518.59,1
London,0,4.67,514.83,1
London,2,3.429,869.96,1
London,0,6.009,270.7,0
Amsterdam,1,2.164,430.25,1
London,2,5.877,568.92,1
London,1,10.31,258.71,1
London,0,6.03,212.61,0
London,3,4.312,579.98,1
London,1,4.594,497.42,1
London,2,5.587,424.52,0
Amsterdam,2,1.161,1060.86,1
London,1,5.887,355.61,1
London,2,1.57,674.99,1
Amsterdam,1,1.884,1210.37,1
London,0,3.807,283.4,0
London,0,4.711,405.7,0
Amsterdam,1,3.46,535.7,0
London,2,8.116,457.44,1
London,1,6.437,427.1,0
Barcelona,2,1.936,624.9,0
Barcelona,3,1.695,416.37,0
London,1,5.232,264.12,1
London,2,4.558,535.53,1
London,2,5.581,288.58,1
London,2,3.936,839.86,1
London,2,4.78,531.06,0
London,3,3.583,573.86,0
London,1,7.773,253.53,1
London,1,2.569,398.41,0
Amsterdam,2,2.523,663.65,1
Amsterdam,2,0.015,995.48,0
London,1,5.547,416.75,0
London,2,9.9,614.31,0
London,1,7.688,219.2,0
London,2,6.007,408.52,0
London,1,4.989,359.37,0
London,1,4.543,399.59,0
Amsterdam,1,2.496,953.76,1
London,1,4.486,433.22,0
Amsterdam,1,3.737,576.48,1
London,1,0.59,549.64,1
London,1,6.069,278.23,1
London,0,4.679,270.7,1
Barcelona,2,1.784,439.64,0
London,1,4.104,522.59,1
London,2,4.443,684.64,0
Amsterdam,3,8.164,614.44,1
London,2,7.466,503.54,0
London,2,2.39,698.51,1
London,2,2.296,706.27,1
London,2,4.354,528.7,0
London,0,3.51,322.21,1
London,0,3.935,319.62,0
Amsterdam,1,2.414,675.6,0
Barcelona,3,3.117,474.55,0
Amsterdam,0,0.139,1567.03,0
London,0,3.943,284.58,1
London,0,0.67,526.12,1
London,2,5.554,1376.8,0
London,2,7.805,387.59,0
London,2,8.468,535.76,1
London,2,5.183,315.62,1
Amsterdam,1,1.887,372.37,0
London,1,2.905,904.07,0
London,1,2.865,283.64,0
London,0,3.554,296.34,1
London,1,5.759,219.67,0
London,1,14.176,231.9,1
London,2,4.801,924.29,1
London,0,4.668,446.15,1
London,1,4.011,541.17,1
Barcelona,3,3.677,312.57,0
Amsterdam,1,2.207,682.87,0
London,0,3.088,301.51,1
London,1,14.951,360.78,1
Amsterdam,2,3.564,602.02,0
London,2,6.407,460.26,1
London,2,4.348,426.16,0
London,2,5.587,399.59,1
London,3,5.057,604.2,1
London,0,4.792,357.02,1
Barcelona,1,1.138,231.34,0
Barcelona,2,2.26,457.09,0
London,1,4.69,424.05,1
London,0,2.373,348.55,0
London,1,3.743,515.3,1
London,1,3.854,388.3,0
Barcelona,1,1.144,341.42,0
London,1,13.929,216.37,1
London,2,5.77,425.46,1
Barcelona,1,1.793,607.68,0
Amsterdam,3,3.243,774.26,0
London,1,3.96,537.64,0
London,0,6.03,199.68,1
London,1,10.721,340.08,1
London,0,7.483,582.09,1
London,2,2.104,1514.85,1
London,1,4.529,484.49,0
Barcelona,3,1.208,439.64,0
London,0,9.431,228.6,0
Amsterdam,1,1.975,467.04,1
Amsterdam,3,2.581,968.29,0
London,1,3.401,762.72,1
London,0,5.863,268.12,0
